indice_origen,id_cancion,particion
58937,0qVzXc5tAZpLTeYj2mZ7zU,entrenamiento
58938,6jVOXnbdw2184AsSOCmUF7,entrenamiento
58939,3yvWyt6Ftp38HbMPQ4zi1x,prueba
58940,2jBUZ6AWgvmUGHChhdpTgH,entrenamiento
58941,2bzlPlkTP0tAayXu4qqeOl,entrenamiento
58942,7bIDrJqgQcqj13qR5hTNma,prueba
58943,6Vs53ujCYKgv2OHfFU0FrU,entrenamiento
58944,7KVyETzjPgXWy7HjkOYfnK,entrenamiento
58945,2MbiGNytEyzUxlWif0OTo5,prueba
58946,4NzSTvQA15Js1qsj2eqUB3,entrenamiento
58947,2E0clx4PWxC7StT57YAvxI,entrenamiento
58948,2DvRlLWL2b4ymoVfHkmynH,entrenamiento
58949,6edjmG40nog79sxCw5gt5X,entrenamiento
58950,07jYNYNJEzeFwbchneVXYW,entrenamiento
58951,0sBY9cwM2ubXSiEu5mQGQn,entrenamiento
58952,5zChKVq8kdnWWPbVWezFW8,entrenamiento
58953,2g0jtidDDdmUMrSjGSPzP1,entrenamiento
58954,1QKEnw1HqrSLRnkdRkNeY4,prueba
58955,6VOM9VW2HspbL77jPEaBxW,entrenamiento
58956,7N02bJK1amhplZ8yAapRS5,entrenamiento
58957,3t3hJI8Nn86EndNRtTjxhS,entrenamiento
58958,6PHCn1yOWnfQpfGYYWKRIG,entrenamiento
58959,4dSAuM3CkN1a9mhqn1xB4J,prueba
58960,5owitKuhSWELFOFX2NagZs,entrenamiento
58961,7Lqe8fvFzrxCufUatyaYod,entrenamiento
58962,6hpW7LwyU22cfc7qtFrUTF,entrenamiento
58963,0b6ZR1rws27KGBJ3hUfhc7,entrenamiento
58964,70b33BBmY0nEQasGWqZXSe,prueba
58965,3o1nX61oecxnqXieA2ma0U,entrenamiento
58966,2zqRGujjD7NIM0EFHpOBnc,prueba
58967,2GQ6Gl8ZGxLEaQIU7UknfB,entrenamiento
58968,5MGJhI5TaHlksKhIxRwzfy,entrenamiento
58969,2IkJ578psaCPBoEOcorjTe,entrenamiento
58970,6T3bGOpKBWvJ2aHZvZkPsl,prueba
58971,5Ai0V1r3XkRQdNXKGLrOj5,entrenamiento
58972,5l8VhbHKUX1Bq5tTUpsllQ,entrenamiento
58973,27oqpECc2wygxRAIBCgxHa,entrenamiento
58974,0D8HILLHMWF5dpopgOW3w8,entrenamiento
58975,18sy9aZ7t7xtKp2XelIyRW,entrenamiento
58976,6v81cJgm4E5zfI0ftDovAt,entrenamiento
58977,1SHREUIDJGrgCveZjnYNEI,entrenamiento
58978,322eSmJHR6DkMCuoFKJitu,entrenamiento
58979,4HLcqGelHzQY7nAhxhh1hO,entrenamiento
58980,34hfQtwYPoVCmJRp9jVNMG,prueba
58981,33EHTWmEuqjThNPfdeogn7,entrenamiento
58982,0xqRsu0pIHj0HryxPWsZrZ,entrenamiento
58983,3utBUqVxYMlm9p6nYh0eus,entrenamiento
58984,1TNtYDtYKh0eKAcZa75S5m,entrenamiento
58985,4XIMWXsRnFT0MF0qeIBfJ7,entrenamiento
58986,6qiYyrTFQvPiVXZCp7qV2E,entrenamiento
58987,056ahzShcSM3Q5PZr8TSlF,prueba
58988,0jd4jGDzTiQrKBHmNMGgFN,prueba
58989,3iHYAi1K3pwQjbYIypbCXu,entrenamiento
58990,5pkLSTZeL9zbvaaq5Cw6XX,prueba
58991,3rYDr4Lr3a6WoUPDAMmInV,entrenamiento
58992,64D3mSyqF6wwuxkdOeQmbl,entrenamiento
58993,1N8B733LdAY38W9kTkXTLO,prueba
58994,12ySiLArxDnBZKJig0yiwS,prueba
58995,57MK20yqk9PMAffdgWR3DF,entrenamiento
58996,4UJ8UD6u5LTtnltECvdD6k,entrenamiento
58997,21eTDQLeErzjDe5oUETbkF,entrenamiento
58998,0qM8wCLW4dd7C4ESVnIcuo,entrenamiento
58999,4hlOk1TUPU7RFOe7aFpk6Q,entrenamiento
59000,2M4OCoJ5q4sYmItQ2YQcH8,entrenamiento
59001,5lr9xsWCwPDtCsIkTGrk2H,entrenamiento
59002,0hYeoA6aoBOUyqRB7IItOV,entrenamiento
59003,1eIWSyrho9JstSBTjoadn2,entrenamiento
59004,1U64F3FMsryebYlNRW94VO,entrenamiento
59005,3aNfuClqcTdtxEudO45zxZ,entrenamiento
59006,0K7FVauF70d5LufTvDf8e7,prueba
59007,6FApg0v1OKUELGZIhq507U,entrenamiento
59008,2pamD3POFzwSMi1oVUj5Ff,entrenamiento
59009,4zUf2K0GSx1O3ZLoXTjrN7,entrenamiento
59010,3Eyi2JGY0xLcPdvn4AbWaX,entrenamiento
59011,1pkk7CNJfq72LAP8KR61jw,entrenamiento
59012,3ZBBa9Inb0rcvb1Vr3QhLw,entrenamiento
59013,6meA1BlqJ1COfcW0PSgCCY,entrenamiento
59014,2CbBTvbXuzM77r5PDnncwD,entrenamiento
59015,0lbKpmwKQDN81wO0qIP3Al,entrenamiento
59016,6yFgaaGlNFZtv4tNfOHXNO,entrenamiento
59017,5tX1JdVT1Pvqmm2WrwHo6E,prueba
59018,2MnAxHDHQpSMfHuGBSHhHO,entrenamiento
59019,2ppRdUUDrsB9SvHeFaGXMo,entrenamiento
59020,64B0yTuNiZ90zt0IBlmg9W,entrenamiento
59021,1WEMtHLpmeV1jmCCYmeHHB,entrenamiento
59022,0dc7pWeDW8piLBgxYyFESU,entrenamiento
59023,1Jzz5nYuH7cS3tF1OqHz7g,entrenamiento
59024,2Sr6413vEXPqUqDIIj5Neu,entrenamiento
59025,15k1G1G1DjIhw1W29EnD6J,entrenamiento
59026,4eP5gb4Jri77aLICKnBTsW,entrenamiento
59027,3WzXGVg9VjICOL4Q5Q6V5H,entrenamiento
59028,7Ln7qRJq4KBNb98hdsFvlm,entrenamiento
59029,2wwGNpRBm6llcAcWFh9Kez,entrenamiento
59030,7wPkE2yBgLCGVhrFk8yiaz,entrenamiento
59031,3NMPlhtelCnRfAywDWghbq,entrenamiento
59032,7sa50u2KOe5uEoTG0wOF9M,entrenamiento
59033,3BCHULJk8iiYoogvte63le,entrenamiento
59034,7gjElNxbppuc3CKpWulMnv,prueba
59035,0n00fbfEHwVidHj69QPgJZ,entrenamiento
59036,3zIM4r8MksRLPznpErkLi4,entrenamiento
59037,7EGlDqCpY1lRzh6uESKxXy,entrenamiento
59038,5GkpWNTA6Fb9v4VMjUBaDI,entrenamiento
59039,469R6UrFCAeXwQljr1NPbX,entrenamiento
59040,2g37h9JTMtrhnfcNLA3OS6,entrenamiento
59041,0MDQfS86r6SM6P6WlK357A,entrenamiento
59042,5qnT1FiCYDoD0RIaLRhtJ7,entrenamiento
59043,5BfRHxW9Oxwtg8c5l9Oaxm,entrenamiento
59044,1AhblVSR0pkEYNdNk9KHJJ,entrenamiento
59045,6CZV4fbTjkOprVS3vH17yk,entrenamiento
59046,0b9MWOAv9p9pV68433BGkq,entrenamiento
59047,378oBR88UDygFfo64drlKb,entrenamiento
59048,7F6TfPMUAz3ubshiIxUXtp,entrenamiento
59049,18WxHgWueyhnRjXLptpK9e,entrenamiento
59050,5veQ0Kw268hADzKAkuC52B,entrenamiento
59051,4fJHpKk5xORT4CitGQjDuj,entrenamiento
59052,1qWCr2CQkdnutRbk1m46Xd,entrenamiento
59053,0FG3dRdb64p5LxUSxKRtDd,entrenamiento
59054,1XojvXaazq3jz9ftYsafkB,prueba
59055,5pYah9TjBW9s1xjYgG9XRT,entrenamiento
59056,0BQ8rkSpFDZnoS28KnNewm,entrenamiento
59057,7j2gdkHAlWzj7jvokpYZ7X,prueba
59058,2F1OEbPUHewxVLnex5GUbI,entrenamiento
59059,51NVCirA9elv6cSWMBqlB4,prueba
59060,2PZJ5EBE64BH4tH2TD4MyW,prueba
59061,2Pg712fUtRTDii6O8Nt39a,entrenamiento
59062,52cNZSvjRYae9Kt7i7wRlg,prueba
59063,2F3gZ5zjmSc5GrcErGmf58,entrenamiento
59064,12ieqAh6HVhnRSAsZjol4i,entrenamiento
59065,5mzDu2cpN4kUfdxUjkuCRo,entrenamiento
59066,5PRVw5DQSpJ47JTYxB5eLq,entrenamiento
59067,1UvOJ6a6d0y0kzPu3JJ79i,entrenamiento
59068,0WMEY4Op0MY7E3pnlItJJ8,entrenamiento
59069,6oA9ZmbXHx0xDk1UHv9Ovv,entrenamiento
59070,5k6pwjtNfGIFoA432oys0o,entrenamiento
59071,2qc8gnZD171s1fNM65hNmC,entrenamiento
59072,1ewrD3hYHITiHpwEuQBOSQ,entrenamiento
59073,0VkUHuopg23Nv0HNVSF6ws,prueba
59074,0OD2HhIo0Kl5jUfodiqT7Y,entrenamiento
59075,7DBHgRCxyDh8G3p62yHd9g,entrenamiento
59076,1vL9eTHNejuOytE8TB3pMs,prueba
59077,6t1mvJzVhYPvGYV2QOc5Ma,prueba
59078,0ykQbUg3R8HkdWIAgyZjAS,entrenamiento
59079,2dTUJu2ZoVOtOCUkmfuooT,entrenamiento
59080,49K6Q7xUpT4YK8Ub74mE4F,entrenamiento
59081,6mmppQqel7fZj5gnOss6uI,entrenamiento
59082,3zKzdryb4VFXFvtVhE0gxN,entrenamiento
59083,26eM5zn78mxTPZ7mujiZxj,entrenamiento
59084,0bVO1w0v6bLgPvCM7X2mZC,entrenamiento
59085,4cwPYTDYlJVGBCpJcSssrZ,entrenamiento
59086,0mfi1L8wTr5MsyTKrDo2nP,prueba
59087,251qnwDSLQzzOYt0Hiu7JL,entrenamiento
59088,4bMSRzkuI6jqve4Dw7RcGp,prueba
59089,4FRmTMCMBuPg7sa7mRMrtR,prueba
59090,2BbwMwiLIuO28tJtZP72un,entrenamiento
59091,3FY3DNiwd83JF0vBdCzGie,entrenamiento
59092,5xoM4IhhyAgn0gdQ5BMW4Q,entrenamiento
59093,4aJCpW8n5g7HfWOsktxLKm,prueba
59094,0payJUOlZ84AI1a6JsrctP,entrenamiento
59095,5zeri0nScx4GFiVfW4GDpM,entrenamiento
59096,2u3xU18hSR24JFp6N4Lc4X,entrenamiento
59097,5ix3TyTEkhZVMBcviwYJXX,prueba
59098,65Z3SDxxPB3BSIlomBMbzk,prueba
59099,1sTGtKqzdOjUJ8t8JAhPpM,entrenamiento
59100,3TKdlZSCITdLsnE7BZh8pi,entrenamiento
59101,5UqiksDCnfm34lZqZSg4Xv,entrenamiento
59102,2xxlX2CNnfPU1RPDckWLPR,entrenamiento
59103,26p4guqZWBNsBSLTifE1Dy,entrenamiento
59104,2lygC8Ak81cW0AIP9ee6TK,prueba
59105,6Mjb3DsFX4uwSD6h78vuCS,prueba
59106,6yz2HojEuzMLx1yJoMYVSH,entrenamiento
59107,0UpDaBynhqYX1OUQaqagwp,entrenamiento
59108,1wgIDL5OXIF3IpMrkVSSiR,entrenamiento
59109,4DCuitgB4gGsytmrQzUKZr,entrenamiento
59110,3y7O8jDc715BxIWEssHZvZ,prueba
59111,6z7sKaDtozsnhXIqv5G8L6,entrenamiento
59112,2hNKLnTj5zmCQzTYRkW0sw,entrenamiento
59113,1OvrcZ8r953T69G9V6BYw6,entrenamiento
59114,0UgIovLGJzZxpyRQ2F7Pku,entrenamiento
59115,4qZ3qGSX3SdFMuAfKfaTrc,prueba
59116,3Ppea74HmbMtdNAoCXRKR2,entrenamiento
59117,4CIMoG405X01YMhtsHHhZU,entrenamiento
59118,0nGQPE96G1ysweK2mQD0Ge,entrenamiento
59119,35AjdNPiigOrPDFVWRVJxN,entrenamiento
59120,6Ch7RqrLHfEjJxYigMzFYN,entrenamiento
59121,7uM4hjdGJ2WCzwjjFLmVeg,prueba
59122,4gS4WLBBizjM6OtCunJxyo,entrenamiento
59123,6vCbjgQS8LeEW4darrE4Ai,entrenamiento
59124,74XGSnlNdvUwM2jBEcgGXz,entrenamiento
59125,24yPThGjmnQ4ug0ovLe5PN,entrenamiento
59126,1iFpG0hlUsEQPNqoa5gmfM,prueba
59127,7vqjWNv79zZTYFAAfKHdkp,prueba
59128,22saGXdPM60X3cF2abKOrX,entrenamiento
59129,1enpj1PU8I9gVzxB4NpD1t,entrenamiento
59130,0n49DnBtPTD0DwpNHLrREI,entrenamiento
59131,6s12RVzAeQG9geHITu9V21,entrenamiento
59132,21nQeCtMbLvirOU6T4V5Sf,entrenamiento
59133,221pCE9l0ttyQJp8nEW51U,entrenamiento
59134,43IXaq37yKxPHHFYLIx5iU,entrenamiento
59135,7J2HxoLdk0rxfeVDp7MU9f,entrenamiento
59136,2WBqBvlsAmSGbp9AkRas3T,entrenamiento
59137,6SLNUdTUZCUtFCNHhNi0vT,entrenamiento
59138,79f3EVRwfgMjAFtMxtCLOe,entrenamiento
59139,3cMPpIfA7qBLC00IFJUJvX,entrenamiento
59140,5STmaK96tfeBzddlPMh8zD,entrenamiento
59141,2JiF34kX83JarHENVGvu8M,entrenamiento
59142,5tDJLRlpVNobUgxBiqMqwq,entrenamiento
59143,0bq8T0Drwu9bRjDeJKaidx,entrenamiento
59144,3hMAROcyHiKtS7NfLCinYJ,entrenamiento
59145,2YvZoskRxZ9HmoeKrUg5TI,prueba
59146,1Rnpbo60KYT311t0NEZZQg,entrenamiento
59147,6CDj4SbDU9COClIPMFtWSN,prueba
59148,29W2q3J4CUnrP97gZxYzUt,entrenamiento
59149,2l2NxH2cEdfNFVhZeceSxw,entrenamiento
59150,1AN4ufCCVjezLyl6QBlFrq,prueba
59151,5CiL62jzro1y8xsX3EnVdc,prueba
59152,3vxtTyToqZLW9d264vIifk,prueba
59153,7f2dOBhfv8XCjpXmqONyvB,prueba
59154,0LeQR4se95E251yAGI0W3Z,entrenamiento
59155,4QyoIIX3hN28ROmi7XTyou,entrenamiento
59156,6GFzkoWSx8afoekKHtNkDd,entrenamiento
59157,2tv50mUSWoBwpJ5wuNVEAC,entrenamiento
59158,0hmsEGWiKM27CJUTSDROJh,prueba
59159,6qkj3pujFNHmkPHO529vkC,entrenamiento
59160,7nOuvxR8R59u1xCtqGbtnH,prueba
59161,6P5MpKoqB6MyTkToZROjEi,entrenamiento
59162,0suqmBMS28FsotR6RiTzcD,entrenamiento
59163,7AQKcYgaSzwZ27uYHOoLxv,prueba
59164,0d7v2zrFzeXvIa9s1AB9jz,prueba
59165,7f5igh8vt1dZtXz6NlnUYz,entrenamiento
59166,29LUqmsbiqC27Eq0Quj62e,entrenamiento
59167,47QuS9hwDRuFER09mjsRYv,entrenamiento
59168,6WMkM8PaCUJmvJQ5s6am7L,prueba
59169,53x9C19yH6ds3GmkNRsQUZ,entrenamiento
59170,2LPtD54De1Fh6HoJc2WI0A,entrenamiento
59171,6MDINX6CFYG4nj55nSf0wa,entrenamiento
59172,0v6SAF0ZkReIsRymDOS2wQ,entrenamiento
59173,5vGRklKftxaxFOZzHfz1gm,entrenamiento
59174,7lf2yOFlJxMxBw9eJblpeO,entrenamiento
59175,6fElcP4bAjJy04x6RsV97D,entrenamiento
59176,2R3Cozq6ZlE8lkJw1ARfIo,entrenamiento
59177,6DWEldaNlnGJWCIaiviTdj,prueba
59178,0Ya0PNkjjqAp8dvgnkPPJC,entrenamiento
59179,6UjGHrvy8Ajboi3POTl5sN,prueba
59180,5j9JKwOee5Z7DOTRvDsinL,entrenamiento
59181,24uefr9MOunilKf8GJcYN6,prueba
59182,5hNKeOLajiltMKPYuBGP0a,entrenamiento
59183,2vsyMZwuir4Q8r9ZQfyJH6,entrenamiento
59184,2rka3Vd8JhoTd8M2xrvdQH,entrenamiento
59185,0kYxGkYQwIW9TY7L4DOB00,entrenamiento
59186,6i7HXAG4pzWn1zX5rgiBai,entrenamiento
59187,2V84Epavbw2k9p5gTKyrCk,entrenamiento
59188,7AZREJbd0kP975u6J70hTG,entrenamiento
59189,1Ra44Igv2rVXj9Q8Ba23YY,entrenamiento
59190,0ZSHT8qBpxOIGoKxEslL4V,entrenamiento
59191,2iqKaJs3BlTrBDAmOn0LtR,entrenamiento
59192,3ceibRHUnWsSBs6j2x1ohi,entrenamiento
59193,4TnPYCaRO6ZOHzK8bIkd2u,entrenamiento
59194,0BhIaqQwmn9mbG9pCuIMDs,entrenamiento
59195,6jvjrL3XFkekryBLPnWeMw,entrenamiento
59196,6utqqPs42IgihJOSaLGFuy,entrenamiento
59197,37ymOwFRpmBblXuIV4CtZU,entrenamiento
59198,0z7ngxdMh33QPN8361yzb5,entrenamiento
59199,2fMNiG7Jp82FYZBAKAqZc5,prueba
59200,0TPAUFQm4XxECINnfkJIXo,entrenamiento
59201,5r5huyFztiqKdyNvYVffZw,entrenamiento
59202,4Hsmji2BOjjgzf3krHyGQK,entrenamiento
59203,2myoYdodkPPjHjh4OjSUZp,entrenamiento
59204,1JCWaGEqGYMqIpqQjjpUpV,entrenamiento
59205,0gtYEG8H82KnLUUNoIMdbf,entrenamiento
59206,7qnMzmG1idyOaphSDgX3ry,entrenamiento
59207,0m3X8i1ggDvQOjtEL5CdV4,entrenamiento
59208,3HO1JGzpkpKlCscOi9gEZa,entrenamiento
59209,1zNA2E8XmE1fdlbwgs0tIV,entrenamiento
59210,0nTngWIyuUemR7PpKXTzYP,entrenamiento
59211,7wBlQLQ2qnwkKD1fgZBq5k,entrenamiento
59212,4dqqpOUXW63UYb0zEbc1QL,prueba
59213,5n6J4TCSoFs72V3z9SAJDv,entrenamiento
59214,1iOl4xTAymmBuvOckpvq5x,entrenamiento
59215,4QC8US2hDe4QOXKnFBnT9E,entrenamiento
59216,73UHxDJhvVTUEAm4hodFGl,entrenamiento
59217,5O8F0emWN7pBHaY69wKAv9,entrenamiento
59218,0ktH9zTMiYlO3fweU3sVoa,prueba
59219,59fWP3wf56LMiUajhfvmm4,prueba
59220,2XY5J1Rj6MDHkHOshdlGt1,entrenamiento
59222,1vGXRBkkI0wOHViwbDEe3Z,entrenamiento
59223,0Oj0PgoTu9afrMpytqyI3j,entrenamiento
59224,7lVctbIJnBdZXeoueoToBV,prueba
59225,5rm5Zqktf6v3u9yGj6RR5W,entrenamiento
59226,3V6iyoiqdJw4SQMCxA5NRH,entrenamiento
59227,6pbJWhqGV7LtRouHJqs7jr,entrenamiento
59228,0dh4qQH2nscz3tSD2YdhBD,prueba
59229,5aX0PaxXYOgCMkrqgwtSjF,entrenamiento
59230,24EDPMnbp6xHJhu36lZYGD,entrenamiento
59231,23aCW41msaLcDJK9J3mxfw,prueba
59232,1tcok9uE8wkmFguUQDsJro,entrenamiento
59233,0G8CIz35L2yA114yXhRyAW,prueba
59234,4WGxNQg4whPTRYGhVNCT6T,entrenamiento
59235,6rEGltJIWWuugd5roDe4GQ,entrenamiento
59236,1py1ora7OEB4chQkj2JqDU,entrenamiento
59237,0HrWkXtyeOULsHmmIdMgLm,entrenamiento
59238,1ndUZjwzdDQ8PWyhnZdksI,entrenamiento
59239,5EcgUYMPxgwj5sKmhfXn8X,entrenamiento
59240,1WIYvgjhQfEwxP5d5LgKBs,prueba
59241,5lf4PciIjtV4UHzY3Br3FT,prueba
59242,1ox7rM1pfLt0xhXsRVxDma,prueba
59243,3CrjBJtf4OMJoezc8tvfFM,entrenamiento
59244,0WEE0Vd1V0NNNruKem6d8t,entrenamiento
59245,2KfbLq9MawF5QMmjACPOOe,entrenamiento
59246,5PCcaOGkfqqRIsJzFMz57g,entrenamiento
59247,0jdhHawPag29FgbsTm6q7H,prueba
59248,1r5uwAOvgDM6IpA68Dxq31,entrenamiento
59249,752bfwICDGzeEHK4CKVysP,entrenamiento
59250,6Ks4IDn7LlJAolA70hEUYQ,entrenamiento
59251,75ffZ9B8EmTtqoh9vdgeVq,entrenamiento
59252,7ieHxhrGOqhxsSW2lYkh6c,prueba
59253,6V2P29vgCUzEyumZpR1hew,entrenamiento
59254,5c5JozaUV4GXLm8Sxnb1ga,entrenamiento
59255,2XMb1K8wCIMeUCyp1nAnUe,entrenamiento
59256,1V79amwTMNGkbrypw1jv70,prueba
59257,6ILTj4NjUiobl12DPuyzaq,prueba
59258,5jJKSuGdDgWNnJG3et4cVY,entrenamiento
59259,6RQ3YBlaRCfup42Pyq3uxv,entrenamiento
59260,09XYxPqHcVFTnPKbC1FGgj,entrenamiento
59261,0nxt2YWqBTAF96QSMXc0Cm,entrenamiento
59262,4VmhnxjttXauthEIexNp49,entrenamiento
59263,4TkS4TxzDNhoA3mpblqNwe,entrenamiento
59264,2edjfa2sNHR2t704JZZCSI,prueba
59265,6hlu7yzQtCfzSHLCDJ8K8g,entrenamiento
59266,61rTqYnlQ9sstIpuJc0G6s,entrenamiento
59267,4jukNZntVjeszWQcAtMsr4,entrenamiento
59268,5ThhwQwMmL375tNjnnWzj0,entrenamiento
59269,5a0WNtSEu71iVDUtYMPOZc,entrenamiento
59270,0i7S1w2t59eGwQYqHF4C2h,entrenamiento
59271,2mnAJ4pbEJR8EHi0TeJIjH,prueba
59272,2RKyhXPVOl3jIzUs8WYTkN,prueba
59273,6JhSW5ECdT9htNSmxP7XjO,entrenamiento
59274,4dOAWTFIw6VCL1w6NBrx5X,entrenamiento
59275,5yX3TwXTFT3CxVw9FnSpV2,entrenamiento
59276,1wkE3OwkzpEvf9CCxturAp,entrenamiento
59277,5nKcasiyVBnu0qHvCoC26t,entrenamiento
59278,6QItnqxIr7CCSZ4QoSmsnb,entrenamiento
59279,3zHJa7DWse9WLEZqU0g0MZ,entrenamiento
59280,3KZ72YyftIV2SzjVuOAg3G,entrenamiento
59281,4gEDWJKX2Lykhu6CtMA4O2,entrenamiento
59282,4cfXUh0ZHbaJkY5S3PeaQ0,entrenamiento
59283,4rof1QpD8Ah8j6YDUFkBVx,entrenamiento
59284,08bqklxd1VqrZAl4xEr48K,entrenamiento
59285,1E0xtCVFmm5yctuXhApi3K,entrenamiento
59286,3QcWr1pBSbCkqKiLfx1T6P,entrenamiento
59287,3fqOEqy0nbLH9qhODmFc8q,entrenamiento
59288,0yP5DBSmybHbVfZmNwXvYv,entrenamiento
59289,1EimadSIBpcCaShv4cicmp,entrenamiento
59290,0o28lIvk1p4gXuAPSBDr8w,entrenamiento
59291,3M5Zi81qo5qkJjaTyWlftb,entrenamiento
59292,6ZTt8P7rjmJQLNidpgairA,entrenamiento
59293,5nrrSEDTKmp4AeQQgO8Qgp,entrenamiento
59294,6I5a59MWumcKQM1SJSghj4,entrenamiento
59295,67S5xcdFdw1vNbk9qBrVMx,entrenamiento
59296,0nnsYOQ4VWkKxGuLGH9ygH,entrenamiento
59297,70JFlzQNUq5CiiU0PaicfA,prueba
59298,0sHDMFdpOH9nG2xVq3PDgV,entrenamiento
59299,566a7dTOVVrlkxInf393R4,entrenamiento
59300,13tBiz5lPt3DErMwVF3pVi,entrenamiento
59301,6ClAnV6RJd2If9Q6ocI6tB,entrenamiento
59302,45T11Ey12nVekb44NvPnZ1,entrenamiento
59303,3buNRMnjO8hdVoX9EVZ4Qd,entrenamiento
59304,0rfGvRm6rp9OjeORjM5Sbv,entrenamiento
59305,6MDjPN9iHxm1ZYlXPZXmTl,entrenamiento
59306,3qSaeaXmtOuzkqe7DKgoiM,entrenamiento
59307,4tU5lDV1TwvnICIGreHKrT,entrenamiento
59308,6Lc709aHTnajQADuMXT5KG,prueba
59309,1HOg2GSsPntTUiNFWORBWs,entrenamiento
59311,5avw06usmFkFrPjX8NxC40,entrenamiento
59312,7IA5h1VqPxEfb3qhWwiLD9,entrenamiento
59313,1Ibd3kgSiiW9lf9NuqM2WO,entrenamiento
59314,05d1hnh7VOufBSEUBv7URE,entrenamiento
59315,0Nr5hfFXDsBybUtUI1L4mx,entrenamiento
59316,04SeRBEjAm4maPWT7UHACY,prueba
59317,0cY4bV0Pz0uUuMeuXg4kfd,entrenamiento
59318,7rp7NfjCrpKJeMSf96mLgs,prueba
59319,2JYF731XqpGGBezlD9Gdwi,entrenamiento
59320,2kHNiu4sgC7Qg9xp7XcokR,entrenamiento
59321,0nSXZcdj8lPLwAHP5D7xFo,entrenamiento
59322,5vfgZiNSui7mwBXmGWwAfY,entrenamiento
59323,2bTESUiaqSWDvyW9zSA6xG,entrenamiento
59324,5SB0bNYWi2mSprkqxDVRnc,entrenamiento
59325,3peugzjeSnbPiBeJO2mEiR,entrenamiento
59326,5pNH860FWVxhNfzciJKN7w,entrenamiento
59327,18uzs1XuC9hnldv9ELddlZ,entrenamiento
59328,4h3jt7LLbj2hUxizYt00Ip,entrenamiento
59329,5CA8s5OjedN3QeXqX5VeVk,entrenamiento
59330,5Sl4pcL8zbTl1I9j4GQJEO,entrenamiento
59331,4rdiaPrUHc2k18yfzQr9jH,entrenamiento
59332,5YbUjnz1RDHAOIvLFUbG3b,entrenamiento
59333,0JzP94lDbNcvCjlJwgs3m9,entrenamiento
59334,6okqufCAVzQquOT8gmLWsE,prueba
59335,7HtWjBKThgsmg8tlDQmHVS,entrenamiento
59336,1EUiKtx27ITSBk4OgrpLlt,entrenamiento
59337,1VHxmBxtPxLmI5Ffb8W35O,entrenamiento
59338,21KDvAfVDsJOHtcitdpHsZ,prueba
59339,7HaM0LcqJC89BZHgQGIjBE,entrenamiento
59340,30CGcie8vHilBve5alVMCn,entrenamiento
59341,2fGCeXhk6kUvciF4WsoeXq,entrenamiento
59342,59ZsoLhvMPywknUohMX3h9,entrenamiento
59343,1zLzZO8b2xnD2GUOtHwBzh,entrenamiento
59344,77gshiuAkT0Y11Iq87lZc3,entrenamiento
59345,4dmvVyGO523KApU0M19ldi,entrenamiento
59346,2LumQdPgiATfWhnUYwawne,entrenamiento
59347,1hTwJG5eqFX2Le9A8aaccu,prueba
59348,5mBYqylcOxRrT0kwo5IwF3,entrenamiento
59349,5QW8Em9liiCdAAVk1G0byr,prueba
59350,00YTxvwAzd8SfrXdBQU1yZ,prueba
59351,40eZosWnfFnCPyk94awG7a,entrenamiento
59352,5ALSImql3m73owzxAhheKC,entrenamiento
59353,3QJlUOdlJNe4K1RIMx74vj,entrenamiento
59354,3m2jKnyeVKdTDFphqa2vou,entrenamiento
59355,0WAYh1LjL3RLXRjCrq7ePb,prueba
59356,0hOOs7nsnDt9LvWaW3vi1s,entrenamiento
59357,5R4EvuUtijF26RWjt5sJ37,prueba
59358,3mOU8YiXGJpemYdO6Nujbh,entrenamiento
59359,0ud459fDXZIdEwjHyvAaJK,entrenamiento
59360,0n7xzlseXIha1RBIyDU5kT,entrenamiento
59361,1epgq5vlHppDLBBNxKzpvL,prueba
59362,7HYZh4T8Za7ct2fgtNApTl,entrenamiento
59363,6tqocy1jxCNrd2pisWeQgN,prueba
59364,3CWgfIUbh0gQuJhAzCnMpD,entrenamiento
59365,3ynr2oLPYoat1oMaR2J8lp,prueba
59366,15rRzICEGoYHUCMTqeO3Um,entrenamiento
59367,15d5KE4LxgkqkwFLeuwzIL,prueba
59368,55Ao802G1sCVwtBPeoelmg,prueba
59369,5GnnXxXPvLP5lGyoGi6XnJ,entrenamiento
59370,1JOAUi8Am1tNi5mT1Wv5Sk,entrenamiento
59371,4n18ieCPDxLez1ac36X7ID,entrenamiento
59372,0GPpE23osh7S4kW2xZ55aV,entrenamiento
59373,21nJk7FMeQQXixCStCTEGL,entrenamiento
59374,5KKLPddFUVBaoyBlHUzKwc,entrenamiento
59375,7M9rxkx4HV7BR0dosAkLyS,prueba
59376,5ks32klX2WiEwS1GWLjPcy,entrenamiento
59377,6YMoGzAKTQwwEgoMCtwVmz,entrenamiento
59378,5ZYNpdrM6j9KGwFGjvqU2o,entrenamiento
59379,6ISL67TgYWXV5eJgAvjpqM,entrenamiento
59380,57PrPsRXju4qHoghYmHr11,entrenamiento
59381,6RMI0OqWk9pIq2pysPrmm6,entrenamiento
59382,3i0YpoHtYF8J6PKllVtQND,entrenamiento
59383,3qPNjKxDI3y9wMK1ht4VdZ,prueba
59384,7iKtJNcPLSLVQ4wDYJi2rG,entrenamiento
59385,1RImsC2cXo5eYIYrI0mV9k,prueba
59386,0WcALqtM7nYmZ6SjwGoULv,entrenamiento
